user_id,song_id,play_count
4e11f45d732f4861772b2906f81a7d384552ad12,SOCGOZK12A8151BD5D,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOEMXXF12A6D4F932C,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOFKEIK12A6310D86A,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOHJIWJ12AB0184EF9,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOINDRZ12A6701DAF6,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOIZLKI12A6D4F7B61,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOJDHGS12A6310D85E,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOJSGWO12AF72A2C49,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOKXYUW12A8C140229,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOLJQBW12A6702187B,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOMKGQN12A8C1339D2,1
4e11f45d732f4861772b2906f81a7d384552ad12,SONQBUB12A6D4F8ED0,3
4e11f45d732f4861772b2906f81a7d384552ad12,SOOBOKE12A8C136227,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOSYMSX12A6310DFE2,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOTEFFR12A8C144765,3
4e11f45d732f4861772b2906f81a7d384552ad12,SOTUHWT12A58A7ABA9,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOUHJKU12AB017DF67,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOYDZUT12A8C13677D,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOYXFLF12A6D4FBF4E,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOZAPQT12A8C142821,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOZCARG12A6D4F74D1,1
6ff5f3621d592b8c8f0b56bddd900a66a44909ad,SOAOPCG12AC468D27E,1
6ff5f3621d592b8c8f0b56bddd900a66a44909ad,SOEHTZE12A6310F0F2,1
6ff5f3621d592b8c8f0b56bddd900a66a44909ad,SOEMXXF12A6D4F932C,1
6ff5f3621d592b8c8f0b56bddd900a66a44909ad,SOFBBXV12A81C21835,1
6ff5f3621d592b8c8f0b56bddd900a66a44909ad,SOIZLKI12A6D4F7B61,1
6ff5f3621d592b8c8f0b56bddd900a66a44909ad,SOJDXQI12AF72A580E,1
6ff5f3621d592b8c8f0b56bddd900a66a44909ad,SORJVDO12AF72A1970,1
6ff5f3621d592b8c8f0b56bddd900a66a44909ad,SORLLRN12A58A7F1EE,1
6ff5f3621d592b8c8f0b56bddd900a66a44909ad,SORTPHZ12A8C13D374,2
6ff5f3621d592b8c8f0b56bddd900a66a44909ad,SOWGWCP12A6D4F860D,1
6ff5f3621d592b8c8f0b56bddd900a66a44909ad,SOWJCAE12AC46887E7,1
81fb7f3d2dde170e8d614a71f9a3ed3ea9e85e0b,SOAXAPU12A67020EF9,1
81fb7f3d2dde170e8d614a71f9a3ed3ea9e85e0b,SOEDCOB12A8C142CBA,1
81fb7f3d2dde170e8d614a71f9a3ed3ea9e85e0b,SOGXSWA12A6D4FBC99,1
81fb7f3d2dde170e8d614a71f9a3ed3ea9e85e0b,SOHOOXT12A67ADA073,1
81fb7f3d2dde170e8d614a71f9a3ed3ea9e85e0b,SOIFHON12AB0185C5F,1
81fb7f3d2dde170e8d614a71f9a3ed3ea9e85e0b,SOINDRZ12A6701DAF6,1
81fb7f3d2dde170e8d614a71f9a3ed3ea9e85e0b,SOITBNC12AF72A0B2A,1
81fb7f3d2dde170e8d614a71f9a3ed3ea9e85e0b,SOITFPA12A670201C6,1
81fb7f3d2dde170e8d614a71f9a3ed3ea9e85e0b,SOJCUFH12AB0186BF1,1
81fb7f3d2dde170e8d614a71f9a3ed3ea9e85e0b,SOLOYFG12A8C133391,1
81fb7f3d2dde170e8d614a71f9a3ed3ea9e85e0b,SOLTIVF12AAFF43797,8
81fb7f3d2dde170e8d614a71f9a3ed3ea9e85e0b,SOPGSBP12A6701F741,6
81fb7f3d2dde170e8d614a71f9a3ed3ea9e85e0b,SOWNOXA12AB0184353,1
043d81932e75d5749ed5758d6420506e7bc457a5,SOAKDLX12A67ADAFC5,3
043d81932e75d5749ed5758d6420506e7bc457a5,SODWXQV12A6310F10D,1
043d81932e75d5749ed5758d6420506e7bc457a5,SOHTQAS12A6701C7BA,2
043d81932e75d5749ed5758d6420506e7bc457a5,SOHTWLT12A8C13CFE1,1
043d81932e75d5749ed5758d6420506e7bc457a5,SOIZLKI12A6D4F7B61,1
043d81932e75d5749ed5758d6420506e7bc457a5,SOKJITL12AB017E7FF,2
043d81932e75d5749ed5758d6420506e7bc457a5,SOLTIVF12AAFF43797,1
043d81932e75d5749ed5758d6420506e7bc457a5,SOMMJVR12A6D4F98E0,1
043d81932e75d5749ed5758d6420506e7bc457a5,SOQJPYF12AF72AA8E2,2
043d81932e75d5749ed5758d6420506e7bc457a5,SOQPTOJ12AB017DE93,1
043d81932e75d5749ed5758d6420506e7bc457a5,SOSQIHH12A8C13370B,5
043d81932e75d5749ed5758d6420506e7bc457a5,SOTBYJX12AB0188922,2
3e6ef2a572d1f6f06df71bf28190eae9e1934a61,SOBEVGM12A67ADBCA7,2
3e6ef2a572d1f6f06df71bf28190eae9e1934a61,SOCGOZK12A8151BD5D,1
3e6ef2a572d1f6f06df71bf28190eae9e1934a61,SOISFRK12A6D4F573D,1
3e6ef2a572d1f6f06df71bf28190eae9e1934a61,SOJZBCP12A67ADA093,3
3e6ef2a572d1f6f06df71bf28190eae9e1934a61,SOLSJHM12A8C139B46,1
3e6ef2a572d1f6f06df71bf28190eae9e1934a61,SOPRYHK12A8AE47858,1
3e6ef2a572d1f6f06df71bf28190eae9e1934a61,SOQLNEY12B0B8062FA,1
3e6ef2a572d1f6f06df71bf28190eae9e1934a61,SORLLRN12A58A7F1EE,1
3e6ef2a572d1f6f06df71bf28190eae9e1934a61,SOTPQFM12AB017AC9E,1
3e6ef2a572d1f6f06df71bf28190eae9e1934a61,SOWPSXC12A6D4FB04D,1
3e6ef2a572d1f6f06df71bf28190eae9e1934a61,SOWXBLE12A6D4F8EE8,1
3e6ef2a572d1f6f06df71bf28190eae9e1934a61,SOZOEYP12AB0188C9D,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOADJND12A8C13BAE1,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOAOOXO12AF72A787F,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOCXOJF12A6D4FCD91,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SODOLVO12B0B80B2F4,2
13ce57b3a25ef63fa614335fd838e8024c42ec17,SODPLYE12AB01898FB,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOEIQUY12AF72A086A,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOESALW12A6D4F7BBD,5
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOGACRX12A8AE48009,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOHHANU12A58A77C66,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SONJMCI12AB018B16A,3
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOOFUMT12A8C133296,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOPIKEG12A58291636,5
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOQHWMN12A6701E2D9,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SORKFNI12AB018214B,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SORSFTZ12A8C1391C5,2
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOSDYAS12AB0180457,3
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOSKUNI12AB0187F12,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOSYMSX12A6310DFE2,2
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOUQYYT12A8C13BA09,4
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOWYQOV12AF729E1A1,1
