user_id,song_id,play_count
9b887e10a4711486085c4fae2d2599fc0d2c484d,SOBEVGM12A67ADBCA7,1
9b887e10a4711486085c4fae2d2599fc0d2c484d,SOEXSIN12A8C133B0A,1
9b887e10a4711486085c4fae2d2599fc0d2c484d,SOHIHSR12AB0184E8F,6
9b887e10a4711486085c4fae2d2599fc0d2c484d,SONQNPM12A67020A32,1
9b887e10a4711486085c4fae2d2599fc0d2c484d,SOOSBQP12A8C1353B6,1
9b887e10a4711486085c4fae2d2599fc0d2c484d,SORCKJU12A67021859,1
9b887e10a4711486085c4fae2d2599fc0d2c484d,SORLLRN12A58A7F1EE,1
9b887e10a4711486085c4fae2d2599fc0d2c484d,SOTEFFR12A8C144765,2
1b704d4cddabea8258bd93497fcb73eab32fa592,SOASNQV12A8AE48819,1
1b704d4cddabea8258bd93497fcb73eab32fa592,SOCWAFA12A8AE48A78,1
1b704d4cddabea8258bd93497fcb73eab32fa592,SOIZLKI12A6D4F7B61,2
1b704d4cddabea8258bd93497fcb73eab32fa592,SOJELTQ12A8C1301E2,1
1b704d4cddabea8258bd93497fcb73eab32fa592,SOJHUQN12A6D4F8EDE,4
1b704d4cddabea8258bd93497fcb73eab32fa592,SONPYCF12AB01837AF,1
1b704d4cddabea8258bd93497fcb73eab32fa592,SOXFSTR12A8AE463B0,1
1b704d4cddabea8258bd93497fcb73eab32fa592,SOYCHDB12A8C13F2C8,1
0f78b75616a51fc40ff0ac27589c6901bc0637e8,SOAOOXO12AF72A787F,5
0f78b75616a51fc40ff0ac27589c6901bc0637e8,SOAVGKZ12A81C1FD16,1
0f78b75616a51fc40ff0ac27589c6901bc0637e8,SOBCSFE12A6D4F814A,2
0f78b75616a51fc40ff0ac27589c6901bc0637e8,SOCWJDB12A58A776AF,1
0f78b75616a51fc40ff0ac27589c6901bc0637e8,SOEFDKH12A58A7BECD,1
0f78b75616a51fc40ff0ac27589c6901bc0637e8,SOESQNH12A58A79AC3,1
0f78b75616a51fc40ff0ac27589c6901bc0637e8,SOOGMXN12A8C13954F,1
0f78b75616a51fc40ff0ac27589c6901bc0637e8,SOULTKQ12AB018A183,1
0f78b75616a51fc40ff0ac27589c6901bc0637e8,SOWVTCS12AC468543B,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOCGOZK12A8151BD5D,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOEMXXF12A6D4F932C,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOFKEIK12A6310D86A,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOHJIWJ12AB0184EF9,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOINDRZ12A6701DAF6,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOIZLKI12A6D4F7B61,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOJDHGS12A6310D85E,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOJSGWO12AF72A2C49,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOKXYUW12A8C140229,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOLJQBW12A6702187B,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOMKGQN12A8C1339D2,1
4e11f45d732f4861772b2906f81a7d384552ad12,SONQBUB12A6D4F8ED0,3
4e11f45d732f4861772b2906f81a7d384552ad12,SOOBOKE12A8C136227,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOSYMSX12A6310DFE2,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOTEFFR12A8C144765,3
4e11f45d732f4861772b2906f81a7d384552ad12,SOTUHWT12A58A7ABA9,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOUHJKU12AB017DF67,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOYDZUT12A8C13677D,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOYXFLF12A6D4FBF4E,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOZAPQT12A8C142821,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOZCARG12A6D4F74D1,1
ffdaab327f2fc6b9fa01a4e3e7f41fdd0e468046,SOCQWKZ12A8C13CE4C,10
ffdaab327f2fc6b9fa01a4e3e7f41fdd0e468046,SOEDCOB12A8C142CBA,2
ffdaab327f2fc6b9fa01a4e3e7f41fdd0e468046,SOGWPDK12A81C2242F,5
ffdaab327f2fc6b9fa01a4e3e7f41fdd0e468046,SOJQBVB12A8C142CCE,3
ffdaab327f2fc6b9fa01a4e3e7f41fdd0e468046,SOPLIYZ12A6D4FBB08,1
ffdaab327f2fc6b9fa01a4e3e7f41fdd0e468046,SOQTINJ12A58A7DD36,1
ffdaab327f2fc6b9fa01a4e3e7f41fdd0e468046,SOQYKUT12A8C143BC7,1
ffdaab327f2fc6b9fa01a4e3e7f41fdd0e468046,SORRETW12A58A7A840,7
